"","Symbol","Year","Indicator"
"9635","PSMT","Y2012",1
"9636","PSTI","Y2012",1
"9637","PTC","Y2012",1
"9638","PTCT","Y2012",0
"9639","PTEN","Y2012",1
"9640","PTGX","Y2012",0
"9641","PTI","Y2012",0
"9642","PTIE","Y2012",1
"9643","PTLA","Y2012",0
"9644","PTNR","Y2012",1
"9645","PTSI","Y2012",1
"9646","PTX","Y2012",1
"9647","PULM","Y2012",0
"9648","PVAC","Y2012",0
"9649","PXLW","Y2012",1
"9650","PXS","Y2012",0
"9651","PYPL","Y2012",0
"9652","PZZA","Y2012",1
"9653","QADA","Y2012",1
"9654","QADB","Y2012",1
"9655","QBAK","Y2012",1
"9656","QCOM","Y2012",1
"9657","QDEL","Y2012",1
"9658","QIWI","Y2012",1
"9659","QLYS","Y2012",1
"9660","QNST","Y2012",1
"9661","QRHC","Y2012",1
"9662","QRVO","Y2012",0
"9663","QSII","Y2012",1
"9664","QTNA","Y2012",0
"9665","QTNT","Y2012",0
"9666","QTRH","Y2012",1
"9667","QTRX","Y2012",0
"9668","QUIK","Y2012",1
"9669","QUMU","Y2012",1
"9670","QURE","Y2012",0
"9671","QVCA","Y2012",1
"9672","QVCB","Y2012",1
"9673","RADA","Y2012",1
"9674","RAIL","Y2012",1
"9675","RAND","Y2012",1
"9676","RARE","Y2012",0
"9677","RAVE","Y2012",1
"9678","RAVN","Y2012",1
"9679","RBBN","Y2012",1
"9680","RBCN","Y2012",1
"9681","RCII","Y2012",1
"9682","RCKT","Y2012",0
"9683","RCKY","Y2012",1
"9684","RCM","Y2012",0
"9685","RCMT","Y2012",1
"9686","RCON","Y2012",1
"9687","RDCM","Y2012",1
"9688","RDHL","Y2012",1
"9689","RDI","Y2012",1
"9690","RDIB","Y2012",1
"9691","RDNT","Y2012",1
"9692","RDUS","Y2012",0
"9693","RDWR","Y2012",1
"9694","RECN","Y2012",1
"9695","REDU","Y2012",0
"9696","REFR","Y2012",1
"9697","REGI","Y2012",1
"9698","REGN","Y2012",1
"9699","REIS","Y2012",1
"9700","RELL","Y2012",1
"9701","RELV","Y2012",1
"9702","REPH","Y2012",0
"9703","RESN","Y2012",0
"9704","RETO","Y2012",0
"9705","REXX","Y2012",1
"9706","RFIL","Y2012",1
"9707","RGCO","Y2012",1
"9708","RGEN","Y2012",1
"9709","RGLD","Y2012",1
"9710","RGLS","Y2012",1
"9711","RGNX","Y2012",0
"9712","RGSE","Y2012",1
"9713","RIBT","Y2012",1
"9714","RICK","Y2012",1
"9715","RIGL","Y2012",1
"9716","RILY","Y2012",1
"9717","RIOT","Y2012",0
"9718","RKDA","Y2012",0
"9719","RLJE","Y2012",0
"9720","RMBL","Y2012",0
"9721","RMBS","Y2012",1
"9722","RMCF","Y2012",1
"9723","RMGN","Y2012",1
"9724","RMNI","Y2012",0
"9725","RMR","Y2012",0
"9726","RMTI","Y2012",1
"9727","RNET","Y2012",1
"9728","RNWK","Y2012",1
"9729","ROCK","Y2012",1
"9730","ROIC","Y2012",1
"9731","ROKU","Y2012",0
"9732","ROLL","Y2012",1
"9733","ROSE","Y2012",0
"9734","ROSG","Y2012",1
"9735","ROST","Y2012",1
"9736","RP","Y2012",1
"9737","RPD","Y2012",0
"9738","RPXC","Y2012",1
"9739","RRGB","Y2012",1
"9740","RRR","Y2012",0
"9741","RSLS","Y2012",1
"9742","RSYS","Y2012",1
"9743","RTIX","Y2012",1
"9744","RTRX","Y2012",1
"9745","RTTR","Y2012",0
"9746","RUN","Y2012",0
"9747","RUSHA","Y2012",1
"9748","RUSHB","Y2012",1
"9749","RUTH","Y2012",1
"9750","RVEN","Y2012",0
"9751","RVLT","Y2012",1
"9752","RVNC","Y2012",0
"9753","RWLK","Y2012",0
"9754","RXII","Y2012",1
"9755","RYAAY","Y2012",1
"9756","RYTM","Y2012",0
"9757","SABR","Y2012",0
"9758","SAEX","Y2012",1
"9759","SAFM","Y2012",1
"9760","SAGE","Y2012",0
"9761","SAIA","Y2012",1
"9762","SALM","Y2012",1
"9763","SANM","Y2012",1
"9764","SATS","Y2012",1
"9765","SAUC","Y2012",1
"9766","SBAC","Y2012",1
"9767","SBBP","Y2012",0
"9768","SBGI","Y2012",1
"9769","SBLK","Y2012",1
"9770","SBOT","Y2012",1
"9771","SBPH","Y2012",0
"9772","SBRA","Y2012",1
"9773","SBRAP","Y2012",NA
"9774","SBUX","Y2012",1
"9775","SCHL","Y2012",1
"9776","SCHN","Y2012",1
"9777","SCKT","Y2012",1
"9778","SCON","Y2012",1
"9779","SCPH","Y2012",0
"9780","SCSC","Y2012",1
"9781","SCVL","Y2012",1
"9782","SCWX","Y2012",0
"9783","SCYX","Y2012",0
"9784","SEAC","Y2012",1
"9785","SECO","Y2012",0
"9786","SEDG","Y2012",0
"9787","SEED","Y2012",1
"9788","SEII","Y2012",1
"9789","SELB","Y2012",0
"9790","SELF","Y2012",0
"9791","SENEA","Y2012",1
"9792","SENEB","Y2012",1
"9793","SES","Y2012",1
"9794","SFIX","Y2012",0
"9795","SFLY","Y2012",1
"9796","SFM","Y2012",1
"9797","SGBX","Y2012",0
"9798","SGC","Y2012",1
"9799","SGEN","Y2012",1
"9800","SGH","Y2012",0
"9801","SGLB","Y2012",1
"9802","SGMA","Y2012",0
"9803","SGMO","Y2012",1
"9804","SGMS","Y2012",1
"9805","SGOC","Y2012",1
"9806","SGRP","Y2012",1
"9807","SGRY","Y2012",0
"9808","SGYP","Y2012",1
"9809","SHEN","Y2012",1
"9810","SHIP","Y2012",1
"9811","SHLD","Y2012",1
"9812","SHLM","Y2012",1
"9813","SHLO","Y2012",1
"9814","SHOO","Y2012",1
"9815","SHOS","Y2012",1
"9816","SHPG","Y2012",1
"9817","SHSP","Y2012",1
"9818","SIEN","Y2012",0
"9819","SIFY","Y2012",1
"9820","SIGM","Y2012",1
"9821","SILC","Y2012",1
"9822","SIMO","Y2012",1
"9823","SINA","Y2012",1
"9824","SINO","Y2012",1
"9825","SIR","Y2012",1
"9826","SIRI","Y2012",1
"9827","SITO","Y2012",1
"9828","SKIS","Y2012",0
"9829","SKYS","Y2012",0
"9830","SKYW","Y2012",1
"9831","SLAB","Y2012",1
"9832","SLDB","Y2012",0
"9833","SLGL","Y2012",0
"9834","SLGN","Y2012",1
"9835","SLNO","Y2012",0
"9836","SLP","Y2012",1
"9837","SLS","Y2012",1
"9838","SMCI","Y2012",1
"9839","SMED","Y2012",0
"9840","SMIT","Y2012",1
"9841","SMMT","Y2012",0
"9842","SMPL","Y2012",0
"9843","SMRT","Y2012",1
"9844","SMSI","Y2012",1
"9845","SMTC","Y2012",1
"9846","SMTX","Y2012",1
"9847","SNBR","Y2012",1
"9848","SNCR","Y2012",1
"9849","SND","Y2012",0
"9850","SNDE","Y2012",0
"9851","SNDX","Y2012",0
"9852","SNES","Y2012",0
"9853","SNGX","Y2012",1
"9854","SNH","Y2012",1
"9855","SNHY","Y2012",1
"9856","SNI","Y2012",1
"9857","SNMX","Y2012",1
"9858","SNNA","Y2012",0
"9859","SNOA","Y2012",1
"9860","SNPS","Y2012",1
"9861","SNSS","Y2012",1
"9862","SODA","Y2012",1
"9863","SOFO","Y2012",0
"9864","SOHO","Y2012",1
"9865","SOHU","Y2012",1
"9866","SONC","Y2012",1
"9867","SORL","Y2012",1
"9868","SP","Y2012",1
"9869","SPAR","Y2012",1
"9870","SPCB","Y2012",1
"9871","SPEX","Y2012",1
"9872","SPI","Y2012",0
"9873","SPIL","Y2012",1
"9874","SPKE","Y2012",0
"9875","SPLK","Y2012",1
"9876","SPNE","Y2012",0
"9877","SPNS","Y2012",1
"9878","SPOK","Y2012",1
"9879","SPPI","Y2012",1
"9880","SPRO","Y2012",0
"9881","SPRT","Y2012",1
"9882","SPSC","Y2012",1
"9883","SPTN","Y2012",1
"9884","SPWH","Y2012",0
"9885","SPWR","Y2012",1
"9886","SQBG","Y2012",1
"9887","SRAX","Y2012",1
"9888","SRCL","Y2012",1
"9889","SRDX","Y2012",1
"9890","SREV","Y2012",1
"9891","SRNE","Y2012",1
"9892","SRPT","Y2012",1
"9893","SRRA","Y2012",0
"9894","SRTS","Y2012",0
"9895","SSC","Y2012",1
"9896","SSKN","Y2012",1
"9897","SSNC","Y2012",1
"9898","SSNT","Y2012",0
"9899","SSRM","Y2012",1
"9900","SSTI","Y2012",0
"9901","SSYS","Y2012",1
"9902","STAA","Y2012",1
"9903","STAF","Y2012",1
"9904","STB","Y2012",1
"9905","STDY","Y2012",0
"9906","STKL","Y2012",1
"9907","STKS","Y2012",0
"9908","STLD","Y2012",1
"9909","STLY","Y2012",1
"9910","STML","Y2012",1
"9911","STMP","Y2012",1
"9912","STRA","Y2012",1
"9913","STRL","Y2012",1
"9914","STRM","Y2012",1
"9915","STRS","Y2012",1
"9916","STRT","Y2012",1
"9917","STX","Y2012",1
"9918","SUMR","Y2012",0
"9919","SUNW","Y2012",1
"9920","SUPN","Y2012",1
"9921","SVA","Y2012",1
"9922","SVRA","Y2012",0
"9923","SWIR","Y2012",1
"9924","SWKS","Y2012",1
"9925","SYKE","Y2012",1
"9926","SYMC","Y2012",1
"9927","SYNA","Y2012",1
"9928","SYNC","Y2012",1
"9929","SYNH","Y2012",0
"9930","SYNL","Y2012",1
"9931","SYNT","Y2012",1
"9932","SYPR","Y2012",1
"9933","SYRS","Y2012",0
"9934","TA","Y2012",1
"9935","TACO","Y2012",0
"9936","TACT","Y2012",1
"9937","TAIT","Y2012",1
"9938","TANH","Y2012",0
"9939","TAST","Y2012",1
"9940","TATT","Y2012",1
"9941","TAX","Y2012",1
"9942","TAYD","Y2012",1
"9943","TBPH","Y2012",0
"9944","TCCO","Y2012",1
"9945","TCMD","Y2012",0
"9946","TCON","Y2012",0
"9947","TCX","Y2012",1
"9948","TEAM","Y2012",0
"9949","TECD","Y2012",1
"9950","TECH","Y2012",1
"9951","TEDU","Y2012",0
"9952","TELL","Y2012",1
"9953","TENX","Y2012",1
"9954","TERP","Y2012",0
"9955","TESS","Y2012",1
"9956","TGA","Y2012",1
"9957","TGEN","Y2012",0
"9958","TGLS","Y2012",0
"9959","TGTX","Y2012",1
"9960","THRM","Y2012",1
"9961","THST","Y2012",0
"9962","TIG","Y2012",0
"9963","TILE","Y2012",1
"9964","TISA","Y2012",0
"9965","TITN","Y2012",1
"9966","TIVO","Y2012",1
"9967","TLF","Y2012",1
"9968","TLGT","Y2012",1
"9969","TLND","Y2012",0
"9970","TMUS","Y2012",1
"9971","TNAV","Y2012",1
"9972","TNDM","Y2012",1
"9973","TNTR","Y2012",0
"9974","TNXP","Y2012",1
"9975","TOCA","Y2012",0
"9976","TOPS","Y2012",1
"9977","TOUR","Y2012",0
"9978","TPIC","Y2012",0
"9979","TPIV","Y2012",1
"9980","TRCH","Y2012",1
"9981","TRHC","Y2012",0
"9982","TRIB","Y2012",1
"9983","TRIL","Y2012",1
"9984","TRIP","Y2012",1
"9985","TRMB","Y2012",1
"9986","TRNC","Y2012",0
"9987","TRNS","Y2012",1
"9988","TROV","Y2012",1
"9989","TRPX","Y2012",0
"9990","TRS","Y2012",1
"9991","TRUP","Y2012",0
"9992","TRVG","Y2012",0
"9993","TRVN","Y2012",0
"9994","TSCO","Y2012",1
"9995","TSEM","Y2012",1
"9996","TSG","Y2012",1
"9997","TSLA","Y2012",1
"9998","TSRI","Y2012",1
"9999","TSRO","Y2012",1
"10000","TST","Y2012",1
"10001","TTD","Y2012",0
"10002","TTEC","Y2012",1
"10003","TTEK","Y2012",1
"10004","TTGT","Y2012",1
"10005","TTMI","Y2012",1
"10006","TTNP","Y2012",1
"10007","TTOO","Y2012",0
"10008","TTPH","Y2012",1
"10009","TTS","Y2012",1
"10010","TTWO","Y2012",1
"10011","TUES","Y2012",1
"10012","TUSK","Y2012",0
"10013","TVTY","Y2012",1
"10014","TWIN","Y2012",1
"10015","TWMC","Y2012",1
"10016","TWNK","Y2012",0
"10017","TWOU","Y2012",0
"10018","TXMD","Y2012",0
"10019","TXN","Y2012",1
"10020","TXRH","Y2012",1
"10021","TYHT","Y2012",0
"10022","TYME","Y2012",0
"10023","TYPE","Y2012",1
"10024","TZOO","Y2012",1
"10025","UBNT","Y2012",1
"10026","UCTT","Y2012",1
"10027","UEIC","Y2012",1
"10028","UFPI","Y2012",1
"10029","UFPT","Y2012",1
"10030","UG","Y2012",1
"10031","UHAL","Y2012",1
"10032","ULBI","Y2012",1
"10033","ULH","Y2012",1
"10034","ULTA","Y2012",1
"10035","ULTI","Y2012",1
"10036","UNFI","Y2012",1
"10037","UNIT","Y2012",0
"10038","UONE","Y2012",1
"10039","UONEK","Y2012",0
"10040","UPL","Y2012",0
"10041","UPLD","Y2012",0
"10042","URBN","Y2012",1
"10043","URGN","Y2012",0
"10044","USAK","Y2012",1
"10045","USAP","Y2012",1
"10046","USAT","Y2012",1
"10047","USATP","Y2012",NA
"10048","USCR","Y2012",1
"10049","USEG","Y2012",1
"10050","USLM","Y2012",1
"10051","UTHR","Y2012",1
"10052","UTMD","Y2012",1
"10053","UTSI","Y2012",1
"10054","VBIV","Y2012",1
"10055","VBLT","Y2012",0
"10056","VC","Y2012",1
"10057","VCEL","Y2012",1
"10058","VCYT","Y2012",1
"10059","VDSI","Y2012",1
"10060","VDTH","Y2012",0
"10061","VECO","Y2012",1
"10062","VEON","Y2012",1
"10063","VERI","Y2012",0
"10064","VERU","Y2012",1
"10065","VIA","Y2012",1
"10066","VIAB","Y2012",1
"10067","VIAV","Y2012",1
"10068","VICL","Y2012",1
"10069","VICR","Y2012",1
"10070","VIRC","Y2012",1
"10071","VIVE","Y2012",1
"10072","VIVO","Y2012",1
"10073","VKTX","Y2012",0
"10074","VLGEA","Y2012",1
"10075","VLRX","Y2012",0
"10076","VNDA","Y2012",1
"10077","VNET","Y2012",1
"10078","VNOM","Y2012",0
"10079","VOD","Y2012",1
"10080","VOXX","Y2012",1
"10081","VRA","Y2012",1
"10082","VRAY","Y2012",0
"10083","VREX","Y2012",0
"10084","VRML","Y2012",1
"10085","VRNA","Y2012",0
"10086","VRNS","Y2012",0
"10087","VRNT","Y2012",1
"10088","VRSK","Y2012",1
"10089","VRSN","Y2012",1
"10090","VRTU","Y2012",1
"10091","VRTX","Y2012",1
"10092","VSAR","Y2012",0
"10093","VSAT","Y2012",1
"10094","VSEC","Y2012",1
"10095","VSTM","Y2012",1
"10096","VTGN","Y2012",1
"10097","VTL","Y2012",0
"10098","VTNR","Y2012",1
"10099","VTVT","Y2012",0
"10100","VUZI","Y2012",1
"10101","VVPR","Y2012",0
"10102","VVUS","Y2012",1
"10103","VXRT","Y2012",1
"10104","VYGR","Y2012",0
"10105","WATT","Y2012",0
"10106","WB","Y2012",0
"10107","WBA","Y2012",1
"10108","WDAY","Y2012",0
"10109","WDC","Y2012",1
"10110","WDFC","Y2012",1
"10111","WEB","Y2012",1
"10112","WEN","Y2012",1
"10113","WERN","Y2012",1
"10114","WEYS","Y2012",1
"10115","WHLM","Y2012",0
"10116","WHLR","Y2012",0
"10117","WHLRP","Y2012",NA
"10118","WIFI","Y2012",1
"10119","WILC","Y2012",1
"10120","WIN","Y2012",1
"10121","WINA","Y2012",1
"10122","WING","Y2012",0
"10123","WIRE","Y2012",1
"10124","WIX","Y2012",1
"10125","WKHS","Y2012",1
"10126","WLB","Y2012",1
"10127","WLDN","Y2012",1
"10128","WLFC","Y2012",1
"10129","WMGI","Y2012",1
"10130","WPRT","Y2012",1
"10131","WSCI","Y2012",1
"10132","WSTG","Y2012",1
"10133","WSTL","Y2012",1
"10134","WVE","Y2012",0
"10135","WVVI","Y2012",0
"10136","WWD","Y2012",1
"10137","WWR","Y2012",1
"10138","WYNN","Y2012",1
"10139","XBIO","Y2012",0
"10140","XBIT","Y2012",0
"10141","XCRA","Y2012",1
"10142","XEL","Y2012",1
"10143","XELA","Y2012",0
"10144","XELB","Y2012",1
"10145","XENE","Y2012",0
"10146","XENT","Y2012",0
"10147","XGTI","Y2012",1
"10148","XLNX","Y2012",1
"10149","XLRN","Y2012",1
"10150","XNCR","Y2012",1
"10151","XNET","Y2012",0
"10152","XOG","Y2012",0
"10153","XOMA","Y2012",1
"10154","XONE","Y2012",1
"10155","XPER","Y2012",1
"10156","XPLR","Y2012",1
"10157","XRAY","Y2012",1
"10158","XSPA","Y2012",1
"10159","XTLB","Y2012",1
"10160","YECO","Y2012",0
"10161","YGYI","Y2012",0
"10162","YNDX","Y2012",1
"10163","YOGA","Y2012",0
"10164","YORW","Y2012",1
"10165","YRCW","Y2012",1
"10166","YTEN","Y2012",1
"10167","YTRA","Y2012",0
"10168","YY","Y2012",1
"10169","Z","Y2012",0
"10170","ZAGG","Y2012",1
"10171","ZBRA","Y2012",1
"10172","ZEAL","Y2012",0
"10173","ZEUS","Y2012",1
"10174","ZFGN","Y2012",0
"10175","ZG","Y2012",1
"10176","ZGNX","Y2012",1
"10177","ZIOP","Y2012",1
"10178","ZIXI","Y2012",1
"10179","ZKIN","Y2012",0
"10180","ZLAB","Y2012",0
"10181","ZN","Y2012",1
"10182","ZNGA","Y2012",1
"10183","ZSAN","Y2012",0
"10184","ZUMZ","Y2012",1
"10185","ZYNE","Y2012",0
"10186","AABA","Y2013",1
"10187","AAL","Y2013",1
"10188","AAOI","Y2013",1
"10189","AAON","Y2013",1
"10190","AAPL","Y2013",1
"10191","AAWW","Y2013",1
"10192","AAXN","Y2013",1
"10193","ABAC","Y2013",1
"10194","ABAX","Y2013",1
"10195","ABCD","Y2013",1
"10196","ABEO","Y2013",1
"10197","ABIO","Y2013",1
"10198","ABLX","Y2013",0
"10199","ABMD","Y2013",1
"10200","ABUS","Y2013",1
"10201","ACAD","Y2013",1
"10202","ACER","Y2013",1
"10203","ACET","Y2013",1
"10204","ACHC","Y2013",1
"10205","ACHN","Y2013",1
"10206","ACHV","Y2013",1
"10207","ACIA","Y2013",0
"10208","ACIU","Y2013",0
"10209","ACIW","Y2013",1
"10210","ACLS","Y2013",1
"10211","ACMR","Y2013",0
"10212","ACOR","Y2013",1
"10213","ACRS","Y2013",0
"10214","ACRX","Y2013",1
"10215","ACST","Y2013",1
"10216","ACTG","Y2013",1
"10217","ACXM","Y2013",1
"10218","ADAP","Y2013",0
"10219","ADBE","Y2013",1
"10220","ADES","Y2013",1
"10221","ADI","Y2013",1
"10222","ADMA","Y2013",1
"10223","ADMP","Y2013",1
"10224","ADMS","Y2013",1
"10225","ADOM","Y2013",0
"10226","ADP","Y2013",1
"10227","ADRO","Y2013",0
"10228","ADSK","Y2013",1
"10229","ADTN","Y2013",1
"10230","ADUS","Y2013",1
"10231","ADVM","Y2013",1
"10232","ADXS","Y2013",1
"10233","AEGN","Y2013",1
"10234","AEHR","Y2013",1
"10235","AEIS","Y2013",1
"10236","AEMD","Y2013",1
"10237","AERI","Y2013",1
"10238","AETI","Y2013",1
"10239","AEY","Y2013",1
"10240","AEZS","Y2013",1
"10241","AFAM","Y2013",1
"10242","AFMD","Y2013",1
"10243","AGEN","Y2013",1
"10244","AGIO","Y2013",1
"10245","AGLE","Y2013",0
"10246","AGNC","Y2013",1
"10247","AGNCB","Y2013",NA
"10248","AGRX","Y2013",0
"10249","AGTC","Y2013",1
"10250","AGYS","Y2013",1
"10251","AHGP","Y2013",1
"10252","AHPA","Y2013",0
"10253","AHPI","Y2013",1
"10254","AIMC","Y2013",1
"10255","AIMT","Y2013",0
"10256","AIPT","Y2013",0
"10257","AIRG","Y2013",0
"10258","AIRT","Y2013",0
"10259","AKAM","Y2013",1
"10260","AKAO","Y2013",0
"10261","AKBA","Y2013",1
"10262","AKCA","Y2013",0
"10263","AKER","Y2013",1
"10264","AKRX","Y2013",1
"10265","AKTS","Y2013",0
"10266","AKTX","Y2013",1
"10267","ALBO","Y2013",1
"10268","ALCO","Y2013",1
"10269","ALDR","Y2013",0
"10270","ALDX","Y2013",0
"10271","ALGN","Y2013",1
"10272","ALGT","Y2013",1
"10273","ALIM","Y2013",1
"10274","ALJJ","Y2013",1
"10275","ALKS","Y2013",1
"10276","ALLT","Y2013",1
"10277","ALNA","Y2013",0
"10278","ALNY","Y2013",1
"10279","ALOG","Y2013",1
"10280","ALOT","Y2013",1
"10281","ALPN","Y2013",0
"10282","ALQA","Y2013",1
"10283","ALRM","Y2013",0
"10284","ALRN","Y2013",0
"10285","ALSK","Y2013",1
"10286","ALT","Y2013",1
"10287","ALTR","Y2013",0
"10288","ALXN","Y2013",1
"10289","AMAG","Y2013",1
"10290","AMAT","Y2013",1
"10291","AMBA","Y2013",1
"10292","AMCN","Y2013",1
"10293","AMCX","Y2013",1
"10294","AMD","Y2013",1
"10295","AMDA","Y2013",1
"10296","AMED","Y2013",1
"10297","AMEH","Y2013",1
"10298","AMGN","Y2013",1
"10299","AMKR","Y2013",1
"10300","AMMA","Y2013",0
"10301","AMOT","Y2013",1
"10302","AMPH","Y2013",1
"10303","AMRH","Y2013",0
"10304","AMRK","Y2013",1
"10305","AMRN","Y2013",1
"10306","AMRS","Y2013",1
"10307","AMSC","Y2013",1
"10308","AMSWA","Y2013",1
"10309","AMTX","Y2013",1
"10310","AMWD","Y2013",1
"10311","AMZN","Y2013",1
"10312","ANAB","Y2013",0
"10313","ANDE","Y2013",1
"10314","ANGI","Y2013",1
"10315","ANGO","Y2013",1
"10316","ANIK","Y2013",1
"10317","ANIP","Y2013",1
"10318","ANSS","Y2013",1
"10319","ANTH","Y2013",1
"10320","ANY","Y2013",1
"10321","AOBC","Y2013",1
"10322","AOSL","Y2013",1
"10323","APDN","Y2013",1
"10324","APEI","Y2013",1
"10325","APEN","Y2013",1
"10326","APLP","Y2013",1
"10327","APLS","Y2013",0
"10328","APOG","Y2013",1
"10329","APPF","Y2013",0
"10330","APPN","Y2013",0
"10331","APPS","Y2013",1
"10332","APRI","Y2013",1
"10333","APTI","Y2013",0
"10334","APTO","Y2013",1
"10335","APVO","Y2013",0
"10336","APWC","Y2013",1
"10337","AQMS","Y2013",0
"10338","AQXP","Y2013",1
"10339","ARAY","Y2013",1
"10340","ARCB","Y2013",1
"10341","ARCI","Y2013",1
"10342","ARCW","Y2013",0
"10343","ARDM","Y2013",1
"10344","ARDX","Y2013",1
"10345","AREX","Y2013",1
"10346","ARGS","Y2013",1
"10347","ARGX","Y2013",0
"10348","ARII","Y2013",1
"10349","ARKR","Y2013",1
"10350","ARLP","Y2013",1
"10351","ARLZ","Y2013",1
"10352","ARMO","Y2013",0
"10353","ARNA","Y2013",1
"10354","ARQL","Y2013",1
"10355","ARRS","Y2013",1
"10356","ARRY","Y2013",1
"10357","ARTNA","Y2013",1
"10358","ARTW","Y2013",1
"10359","ARTX","Y2013",1
"10360","ARWR","Y2013",1
"10361","ASCMA","Y2013",1
"10362","ASMB","Y2013",1
"10363","ASML","Y2013",1
"10364","ASNA","Y2013",1
"10365","ASND","Y2013",0
"10366","ASNS","Y2013",0
"10367","ASPS","Y2013",1
"10368","ASPU","Y2013",1
"10369","ASTC","Y2013",1
"10370","ASTE","Y2013",1
"10371","ASUR","Y2013",1
"10372","ASV","Y2013",0
"10373","ASYS","Y2013",1
"10374","ATAI","Y2013",1
"10375","ATEC","Y2013",1
"10376","ATHN","Y2013",1
"10377","ATHX","Y2013",1
"10378","ATNI","Y2013",1
"10379","ATNX","Y2013",0
"10380","ATOM","Y2013",0
"10381","ATOS","Y2013",1
"10382","ATRA","Y2013",0
"10383","ATRC","Y2013",1
"10384","ATRI","Y2013",1
"10385","ATRO","Y2013",1
"10386","ATRS","Y2013",1
"10387","ATSG","Y2013",1
"10388","ATTU","Y2013",1
"10389","ATVI","Y2013",1
"10390","ATXI","Y2013",0
"10391","AUDC","Y2013",1
"10392","AUPH","Y2013",1
"10393","AUTO","Y2013",1
"10394","AVAV","Y2013",1
"10395","AVDL","Y2013",1
"10396","AVEO","Y2013",1
"10397","AVGO","Y2013",1
"10398","AVGR","Y2013",0
"10399","AVHI","Y2013",1
"10400","AVID","Y2013",1
"10401","AVNW","Y2013",1
"10402","AVXL","Y2013",0
"10403","AVXS","Y2013",0
"10404","AWRE","Y2013",1
"10405","AXAS","Y2013",1
"10406","AXDX","Y2013",1
"10407","AXGN","Y2013",1
"10408","AXSM","Y2013",0
"10409","AXTI","Y2013",1
"10410","AY","Y2013",0
"10411","AYTU","Y2013",1
"10412","AZPN","Y2013",1
"10413","AZRX","Y2013",0
"10414","BABY","Y2013",1
"10415","BAND","Y2013",0
"10416","BASI","Y2013",1
"10417","BATRK","Y2013",0
"10418","BBBY","Y2013",1
"10419","BBGI","Y2013",1
"10420","BBOX","Y2013",1
"10421","BBRG","Y2013",1
"10422","BBSI","Y2013",1
"10423","BCLI","Y2013",1
"10424","BCOM","Y2013",1
"10425","BCOV","Y2013",1
"10426","BCPC","Y2013",1
"10427","BCRX","Y2013",1
"10428","BDSI","Y2013",1
"10429","BEAT","Y2013",1
"10430","BECN","Y2013",1
"10431","BELFA","Y2013",1
"10432","BELFB","Y2013",1
"10433","BFRA","Y2013",0
"10434","BGFV","Y2013",1
"10435","BGNE","Y2013",0
"10436","BIDU","Y2013",1
"10437","BIIB","Y2013",1
"10438","BIOC","Y2013",1
"10439","BIOL","Y2013",1
"10440","BIOS","Y2013",1
"10441","BIVV","Y2013",0
"10442","BJRI","Y2013",1
"10443","BKEP","Y2013",1
"10444","BKEPP","Y2013",NA
"10445","BKYI","Y2013",1
"10446","BL","Y2013",0
"10447","BLBD","Y2013",0
"10448","BLCM","Y2013",0
"10449","BLDP","Y2013",1
"10450","BLDR","Y2013",1
"10451","BLFS","Y2013",1
"10452","BLKB","Y2013",1
"10453","BLMN","Y2013",1
"10454","BLNK","Y2013",1
"10455","BLPH","Y2013",0
"10456","BLRX","Y2013",1
"10457","BLUE","Y2013",1
"10458","BMCH","Y2013",1
"10459","BMRA","Y2013",1
"10460","BMRN","Y2013",1
"10461","BNFT","Y2013",1
"10462","BNSO","Y2013",1
"10463","BNTC","Y2013",0
"10464","BOJA","Y2013",0
"10465","BOLD","Y2013",0
"10466","BOOM","Y2013",1
"10467","BOSC","Y2013",1
"10468","BOXL","Y2013",0
"10469","BPMC","Y2013",0
"10470","BPTH","Y2013",1
"10471","BREW","Y2013",1
"10472","BRID","Y2013",1
"10473","BRKR","Y2013",1
"10474","BRKS","Y2013",1
"10475","BRQS","Y2013",0
"10476","BSET","Y2013",1
"10477","BSPM","Y2013",1
"10478","BSQR","Y2013",1
"10479","BSTC","Y2013",1
"10480","BUFF","Y2013",0
"10481","BUR","Y2013",1
"10482","BURG","Y2013",1
"10483","BVSN","Y2013",1
"10484","BVXV","Y2013",0
"10485","BWEN","Y2013",1
"10486","BYSI","Y2013",0
"10487","BZUN","Y2013",0
"10488","CA","Y2013",1
"10489","CAAS","Y2013",1
"10490","CADC","Y2013",1
"10491","CAFD","Y2013",0
"10492","CAKE","Y2013",1
"10493","CALA","Y2013",0
"10494","CALD","Y2013",1
"10495","CALI","Y2013",1
"10496","CALL","Y2013",1
"10497","CALM","Y2013",1
"10498","CAMP","Y2013",1
"10499","CAMT","Y2013",1
"10500","CAPR","Y2013",1
"10501","CAR","Y2013",1
"10502","CARA","Y2013",0
"10503","CARB","Y2013",1
"10504","CARG","Y2013",0
"10505","CASA","Y2013",0
"10506","CASC","Y2013",1
"10507","CASI","Y2013",1
"10508","CASM","Y2013",1
"10509","CASS","Y2013",1
"10510","CASY","Y2013",1
"10511","CATB","Y2013",0
"10512","CATM","Y2013",1
"10513","CATS","Y2013",1
"10514","CAVM","Y2013",1
"10515","CBAK","Y2013",1
"10516","CBAY","Y2013",0
"10517","CBIO","Y2013",1
"10518","CBLI","Y2013",1
"10519","CBMG","Y2013",1
"10520","CBPO","Y2013",1
"10521","CBRL","Y2013",1
"10522","CCCL","Y2013",1
